brand,name,description,url,image,date_fetch,parent
La Croix,Apricot,"Always Apricot!
Sweet + Tart, fresh and natural.
100% refreshing, 100% innocent. Always.",https://www.lacroixwater.com/flavors/apricot/,https://www.lacroixwater.com/wp-content/uploads/2019/01/APRICOT-3.png,2024-07-28,National Beverage Corporation
La Croix,Mango,"Take me away!
Fresh, juicy and succulent - just like the fruit! ",https://www.lacroixwater.com/flavors/mango/,https://www.lacroixwater.com/wp-content/uploads/2019/01/MANGO.png,2024-07-28,National Beverage Corporation
La Croix,Passionfruit,A twist on the tropics:  A trace of this particular fruit is added for a refreshing twist on tropics.,https://www.lacroixwater.com/flavors/passionfruit/,https://www.lacroixwater.com/wp-content/uploads/2019/01/PASSIONFRUIT.png,2024-07-28,National Beverage Corporation
La Croix,Coconut,"Enjoy the taste of summer year-round!
Slightly sweet and a bit creamy flavor of coconut. ",https://www.lacroixwater.com/flavors/coconut/,https://www.lacroixwater.com/wp-content/uploads/2019/01/COCONUT.png,2024-07-28,National Beverage Corporation
La Croix,Pamplemousse,"Pamplemousse, Please!
French for “grapefruit”, fresh and ripe. A pantry staple. ",https://www.lacroixwater.com/flavors/pamplemousse/,https://www.lacroixwater.com/wp-content/uploads/2019/01/PAMPLEMOUSSE-1.png,2024-07-28,National Beverage Corporation
La Croix,Peach-Pear,"A Peach-Pear Combo!
A delightful combination, with hints of each.",https://www.lacroixwater.com/flavors/peach-pear/,https://www.lacroixwater.com/wp-content/uploads/2019/01/PEACH-PEAR.png,2024-07-28,National Beverage Corporation
La Croix,Berry,"Berry Delicious!
A subtle fruity berry blend.",https://www.lacroixwater.com/flavors/berry/,https://www.lacroixwater.com/wp-content/uploads/2019/01/BERRY-1.png,2024-07-28,National Beverage Corporation
La Croix,Razz-Cranberry,"Mix It Up!
A flavorful combination of sweet and tart.",https://www.lacroixwater.com/flavors/razz-cranberry/,https://www.lacroixwater.com/wp-content/uploads/2019/01/RAZZ-CRANBERRY.png,2024-07-28,National Beverage Corporation
La Croix,Orange,"The Sunny Side of Life!
Aroma of freshly squeezed with a natural lively citrus delivery.",https://www.lacroixwater.com/flavors/orange/,https://www.lacroixwater.com/wp-content/uploads/2019/01/ORANGE.png,2024-07-28,National Beverage Corporation
La Croix,Lemon,"A Lively Lemon delight!
Bright flavor, slightly tart and sweet.",https://www.lacroixwater.com/flavors/lemon/,https://www.lacroixwater.com/wp-content/uploads/2019/01/LEMON-2.png,2024-07-28,National Beverage Corporation
La Croix,Lime,"Classic Crowd Pleaser!
A refreshing citrus zest - a fresh lime, just picked from the tree.",https://www.lacroixwater.com/flavors/lime/,https://www.lacroixwater.com/wp-content/uploads/2019/01/LIME-1.png,2024-07-28,National Beverage Corporation
La Croix,Pure,"Pure-ly Perfect!
The classic unflavored sparkling water is crisp, clean and thirst-quenching. ",https://www.lacroixwater.com/flavors/pure/,https://www.lacroixwater.com/wp-content/uploads/2019/01/PURE-2-2022.png,2024-07-28,National Beverage Corporation
La Croix,Cerise Limón,"Cherry Lime.
Bolder flavors, Cúrate is pronounced “coo-rah-tay”, which means to cure yourself.",https://www.lacroixwater.com/flavors/cerise-limon/,https://www.lacroixwater.com/wp-content/uploads/2019/01/CERISE-LIMON-1.png,2024-07-28,National Beverage Corporation
La Croix,Piña Fraise,"Pineapple Strawberry.
Combines the tartness of freshly squeezed pineapple with the sweetness of fresh-picked strawberries.",https://www.lacroixwater.com/flavors/pina-fraise/,https://www.lacroixwater.com/wp-content/uploads/2019/01/PINA-FRAISE.png,2024-07-28,National Beverage Corporation
La Croix,LaCola,"NiCola.
The first of its kind, a revolutionary experience… Natural cola essenced sparkling water completely Innocent!",https://www.lacroixwater.com/flavors/lacola/,https://www.lacroixwater.com/wp-content/uploads/2019/01/LaCOLA-1.png,2024-07-28,National Beverage Corporation
