brand,name,description,url,image,date_fetch,parent
La Croix,Mojito,NEW Mojito: a hint of sweetness with a minty fresh Taste of Paradise!,https://www.lacroixwater.com/flavors/mojito/,https://www.lacroixwater.com/wp-content/uploads/2023/09/Mojito-can.png,2024-07-28,National Beverage Corporation
La Croix,Cherry Blossom,"A botanical twist of sweet and tart, the dazzling taste of blossoming Spring!",https://www.lacroixwater.com/flavors/cherry-blossom/,https://www.lacroixwater.com/wp-content/uploads/2022/02/21_LAC_PSD_Mock-Can_Cherry-Blossom.png,2024-07-28,National Beverage Corporation
La Croix,Beach Plum,"Start dreaming of summer, and excite your imagination, with the taste, taste, taste of Cool Beach Plum!",https://www.lacroixwater.com/flavors/beach-plum/,https://www.lacroixwater.com/wp-content/uploads/2021/03/IMG-Beach-Plum-821.png,2024-07-28,National Beverage Corporation
La Croix,Guava São Paulo,Savor the sweet tropical delicacy and vibrant essence that satisfies your Constant Cravings !!,https://www.lacroixwater.com/flavors/guava-sao-paulo/,https://www.lacroixwater.com/wp-content/uploads/2021/03/19_LAC_12oz-Can_Guava-Sao-Paulo.png,2024-07-28,National Beverage Corporation
La Croix,Black Razzberry,An innocently sweet twist that Makes your taste buds sing !!,https://www.lacroixwater.com/flavors/black-razzberry/,https://www.lacroixwater.com/wp-content/uploads/2021/03/18_LAC_12oz-Can_Black-Razzberry.png,2024-07-28,National Beverage Corporation
La Croix,LimonCello,"Squeeze the Day!
A hint of lemon.  A smooth finish.
Savor the taste of the Amalfi Coast.",https://www.lacroixwater.com/flavors/limoncello/,https://www.lacroixwater.com/wp-content/uploads/2020/01/LIMONCELLO.png,2024-07-28,National Beverage Corporation
La Croix,Pastèque,"Pass the Pasteque!
This refreshing watermelon treat captures the lusciousness of sweet watermelon. ",https://www.lacroixwater.com/flavors/pasteque/,https://www.lacroixwater.com/wp-content/uploads/2020/01/PASTEQUE.png,2024-07-28,National Beverage Corporation
La Croix,Hi-Biscus!,"If the color pink had a flavor - this would be it!
Slightly botanical, completely refreshing! ",https://www.lacroixwater.com/flavors/hi-biscus/,https://www.lacroixwater.com/wp-content/uploads/2021/03/IMG-Hi-Biscus-821.png,2024-07-28,National Beverage Corporation
La Croix,KeyLime,"Key Lime Surprise!
Starting with creamy notes of toasted meringue, this fan-favorite combines the tart, crisp KeyLime essence with a rich graham cracker finish. ",https://www.lacroixwater.com/flavors/keylime/,https://www.lacroixwater.com/wp-content/uploads/2021/03/IMG-Keylime-821.png,2024-07-28,National Beverage Corporation
La Croix,Tangerine,"Flavor explosion!
Slightly stronger than our Orange flavor, Tanger-EEN has a flavor explosion of a freshly peeled fruit. ",https://www.lacroixwater.com/flavors/tangerine/,https://www.lacroixwater.com/wp-content/uploads/2021/03/IMG-Tangerine-821.png,2024-07-28,National Beverage Corporation
